Ticker,Weight
AAPL,0.18668513967364164
NVDA,0.009556495015397414
MSFT,0.02674197584992991
GOOGL,0.03553022161388934
AMZN,0.009372400804106416
JPM,0.1415937324147153
JNJ,0.2081251546692077
XOM,0.21445216695140437
CAT,0.08159342795940891
V,0.08634928504829886
